rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/loss,train/approx_kl,train/clip_range
279.7412414550781,1016,1741,3769440,72,177.92,-0.002974404045380652,105.59073740641276,0.03478190104166667,0.963738739490509,760,0.9769070148468018,0.0003,-16.558517837524413,51.910926818847656,0.005929682,0.2
282.90570068359375,1016,1764,3794016,73,176.23,-0.0027680004946887492,115.92878926595053,0.031119791666666667,0.9632773399353027,765,0.9749130010604858,0.0003,-16.551987838745116,58.29450988769531,0.0056912214,0.2
290.2113952636719,1016,1788,3818592,74,175.97,-0.0026440529773632685,113.75246988932291,0.03235677083333333,0.9627037048339844,770,0.9753571152687073,0.0003,-16.54548594156901,55.90229415893555,0.004627854,0.2
284.18682861328125,1017,1811,3843168,75,176.35,-0.0028796770687525472,106.27191314697265,0.0261474609375,0.9621805548667908,775,0.9772353768348694,0.0003,-16.53849220275879,52.56657409667969,0.005598293,0.2
282.7971496582031,1018,1834,3867744,76,177.9,-0.0026022693607956173,106.52612864176432,0.025341796875,0.961712121963501,780,0.9768561720848083,0.0003,-16.531633122762045,53.79006576538086,0.005654288,0.2
281.8663024902344,1017,1859,3892320,77,177.75,-0.0031437145235637823,109.15218912760416,0.04471028645833333,0.9608872532844543,785,0.976576030254364,0.0003,-16.524232610066733,54.53824234008789,0.006093826,0.2
290.9209289550781,1018,1882,3916896,78,182.81,-0.0024438610766083003,106.63745574951172,0.035994466145833334,0.9596395492553711,790,0.9775850176811218,0.0003,-16.510855865478515,51.96053695678711,0.0068422765,0.2
284.1195983886719,1018,1906,3941472,79,177.02,-0.001846869965083897,108.02675933837891,0.024178059895833333,0.9587514996528625,795,0.9772311449050903,0.0003,-16.496405919392902,52.02573776245117,0.0046253856,0.2
289.8866882324219,1018,1930,3966048,80,178.3,-0.0033633156795985996,102.12007395426433,0.049210611979166666,0.9581410884857178,800,0.978557288646698,0.0003,-16.487645212809245,51.907691955566406,0.00642363,0.2
290.990234375,1019,1953,3990624,81,184.39,-0.003215808452417453,104.968283589681,0.040852864583333336,0.9574858546257019,805,0.9778464436531067,0.0003,-16.479864501953124,52.10639190673828,0.0072896224,0.2
290.2118225097656,1019,1976,4015200,82,182.55,-0.002568472681256632,108.43859608968098,0.04269205729166667,0.9569284319877625,810,0.9768730998039246,0.0003,-16.470700200398763,53.60477828979492,0.00646931,0.2
