time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/approx_kl,train/learning_rate,train/entropy_loss,train/loss,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/std,train/value_loss
2270304,11,234.0523223876953,1037,132.47,260,0.008169247,0.0003,-16.950010426839192,54.693382263183594,0.2,455,0.9740731716156006,0.06114908854166667,-0.0032942219947775203,0.9942967891693115,110.5774408976237
2294880,12,232.10678100585938,1042,134.77,282,0.00786079,0.0003,-16.947675450642905,52.07720184326172,0.2,460,0.9740574359893799,0.05066731770833333,-0.003102048734823863,0.993998110294342,108.61864878336588
2319456,13,235.40435791015625,1046,138.11,305,0.008112841,0.0003,-16.940187581380208,53.99862289428711,0.2,465,0.9737890958786011,0.056803385416666664,-0.0033140173647552727,0.9929004311561584,110.13040415445964
2344032,14,230.8459930419922,1043,137.2,329,0.0073860944,0.0003,-16.92361437479655,54.467037200927734,0.2,470,0.9738752245903015,0.05380045572916667,-0.004045617487281561,0.9914939403533936,113.23097076416016
2368608,15,232.82640075683594,1046,137.66,352,0.005695554,0.0003,-16.90977783203125,54.98406982421875,0.2,475,0.9734207391738892,0.04999186197916667,-0.0034109607649346193,0.9908079504966736,112.87513326009115
2393184,16,235.15484619140625,1043,135.47,376,0.008184524,0.0003,-16.904846064249675,57.24052429199219,0.2,480,0.9723744988441467,0.054736328125,-0.003399930572292457,0.9906461238861084,119.5513178507487
2417760,17,239.80177307128906,1042,136.79,400,0.0070135645,0.0003,-16.901440048217772,56.98781204223633,0.2,485,0.9734402894973755,0.06118977864583333,-0.004353206496064862,0.990074872970581,115.4797378540039
2442336,18,237.50469970703125,1042,135.92,424,0.006587111,0.0003,-16.893039321899415,53.49925994873047,0.2,490,0.9747534394264221,0.05707194010416667,-0.003173137176781893,0.9896374344825745,109.7108367919922
2466912,19,238.71949768066406,1042,135.22,447,0.008060262,0.0003,-16.887370554606118,54.90165328979492,0.2,495,0.9738548398017883,0.07403157552083334,-0.003971463705723485,0.9889809489250183,113.97635192871094
2491488,20,240.5583953857422,1046,140.02,469,0.0076122447,0.0003,-16.878789393107095,55.768516540527344,0.2,500,0.9743670225143433,0.068115234375,-0.00381486132585754,0.9884768128395081,111.316384379069
2516064,21,240.50294494628906,1046,137.02,493,0.0072165485,0.0003,-16.872064208984376,53.49338150024414,0.2,505,0.9742324948310852,0.0617919921875,-0.0034834483250354726,0.9878847599029541,112.98473307291667
2540640,22,239.88702392578125,1047,138.74,516,0.0063459687,0.0003,-16.86536585489909,56.75049591064453,0.2,510,0.9734610915184021,0.056778971354166666,-0.002984462135160963,0.9878184795379639,115.71681518554688
2565216,23,240.22238159179688,1050,139.71,538,0.009189746,0.0003,-16.85909220377604,54.389102935791016,0.2,515,0.9742505550384521,0.06753743489583333,-0.0038685379394640526,0.98634272813797,112.28453826904297
2589792,24,241.8512725830078,1049,139.24,561,0.0068114554,0.0003,-16.833947499593098,58.05471420288086,0.2,520,0.9737856984138489,0.085546875,-0.0035858339009185634,0.9844233393669128,115.39741923014323
2614368,25,241.0274658203125,1050,137.05,584,0.00528484,0.0003,-16.814746602376303,56.30223083496094,0.2,525,0.9738869071006775,0.04540201822916667,-0.002923836978152394,0.9832251667976379,115.90791676839193
2638944,26,242.16229248046875,1051,137.26,607,0.0067506023,0.0003,-16.79982935587565,57.37550735473633,0.2,530,0.9734708070755005,0.046036783854166666,-0.003693407882625858,0.9818050265312195,115.53855641682942
2663520,27,245.13543701171875,1052,138.35,630,0.00894886,0.0003,-16.78514709472656,57.205928802490234,0.2,535,0.9739880561828613,0.0803466796875,-0.004317940759938211,0.9813058972358704,114.54756927490234
2688096,28,246.92750549316406,1052,139.64,653,0.006595135,0.0003,-16.786871592203777,57.29035949707031,0.2,540,0.9743762612342834,0.055826822916666664,-0.0031001753949870666,0.9819691777229309,113.20421854654948
2712672,29,245.5176544189453,1050,139.63,678,0.00897551,0.0003,-16.79329668680827,58.350318908691406,0.2,545,0.9739447832107544,0.059244791666666664,-0.0031815005854393045,0.9820955395698547,114.19540354410807
2737248,30,247.13583374023438,1048,138.15,703,0.0079631815,0.0003,-16.79250170389811,55.31227111816406,0.2,550,0.9747956395149231,0.058544921875,-0.003602489235345274,0.9817276000976562,110.84817657470703
2761824,31,249.17791748046875,1049,141.3,725,0.008950353,0.0003,-16.779558690389,55.75882339477539,0.2,555,0.9748734831809998,0.08889973958333333,-0.004038228141143918,0.9798269271850586,110.83949534098308
2786400,32,249.64732360839844,1047,140.84,750,0.0072941873,0.0003,-16.755684916178385,54.7993049621582,0.2,560,0.9747040867805481,0.05917154947916667,-0.0029716569716886927,0.9784018993377686,111.4155034383138
2810976,33,254.89146423339844,1049,144.42,772,0.0067904578,0.0003,-16.74064852396647,53.62896728515625,0.2,565,0.9746440649032593,0.05602213541666667,-0.003282282571308315,0.9775593876838684,113.3762191772461
2835552,34,250.27789306640625,1046,143.07,798,0.0071266736,0.0003,-16.734737904866538,56.268577575683594,0.2,570,0.9752967357635498,0.04724934895833333,-0.0028942229769503077,0.9774928092956543,109.95243733723959
2860128,35,253.18800354003906,1045,142.71,822,0.0076751993,0.0003,-16.736172739664713,57.036903381347656,0.2,575,0.9748317003250122,0.064306640625,-0.0036883949923018616,0.9776628613471985,112.35434010823568
2884704,36,252.9907989501953,1045,143.86,846,0.006951876,0.0003,-16.73501345316569,54.6685791015625,0.2,580,0.975310742855072,0.0759521484375,-0.0030236329883337023,0.977193295955658,110.20435028076172
2909280,37,252.97845458984375,1043,142.92,871,0.010398088,0.0003,-16.730334091186524,55.68627166748047,0.2,585,0.9752182960510254,0.07493489583333333,-0.004031693050637841,0.9774006009101868,108.95618540445963
2933856,38,254.5366973876953,1044,146.89,893,0.007251972,0.0003,-16.734957122802733,54.695987701416016,0.2,590,0.9746620655059814,0.0457275390625,-0.003251718186462919,0.9777929186820984,112.78673960367838
2958432,39,256.9759826660156,1045,143.21,917,0.008354439,0.0003,-16.73986905415853,55.087493896484375,0.2,595,0.974966824054718,0.0630126953125,-0.0038842466892674565,0.9781367182731628,111.17512613932291
2983008,40,256.03399658203125,1045,145.95,940,0.0075174645,0.0003,-16.74126828511556,52.829830169677734,0.2,600,0.9757239818572998,0.068603515625,-0.0034434796078130605,0.9777892231941223,108.62156677246094
3007584,41,256.2036437988281,1046,141.87,962,0.009656988,0.0003,-16.73361104329427,51.869693756103516,0.2,605,0.9761218428611755,0.07239583333333334,-0.004185342185276871,0.9771282076835632,106.58433430989584
3032160,42,259.8509521484375,1045,146.98,987,0.010936193,0.0003,-16.729917907714842,55.5628547668457,0.2,610,0.9756432771682739,0.10506998697916667,-0.0035381451598368585,0.9778100848197937,107.90992075602213
3056736,43,256.6571044921875,1044,144.66,1011,0.0069568735,0.0003,-16.736109415690105,53.7174186706543,0.2,615,0.9754168391227722,0.06493326822916666,-0.002696821807573239,0.9775418639183044,110.30745340983073
3081312,44,258.2696228027344,1044,151.58,1035,0.008085684,0.0003,-16.73052698771159,56.301918029785156,0.2,620,0.9750828146934509,0.07596028645833333,-0.0032711241239060957,0.9775518774986267,112.49426879882813
3105888,45,258.784912109375,1044,148.41,1058,0.0064219185,0.0003,-16.7309513092041,53.91980743408203,0.2,625,0.9760267734527588,0.045027669270833334,-0.001883100539756318,0.977395236492157,106.39464467366537
3130464,46,258.41082763671875,1045,148.75,1081,0.0047274404,0.0003,-16.723258590698244,52.762149810791016,0.2,630,0.9761907458305359,0.025919596354166668,-0.002821667694176237,0.9764349460601807,107.06416982014974
3155040,47,257.9746398925781,1046,149.31,1103,0.007974551,0.0003,-16.711682764689126,56.018428802490234,0.2,635,0.9759018421173096,0.03887532552083333,-0.0025319918136422833,0.9757639765739441,110.2306147257487
3179616,48,258.61590576171875,1046,145.39,1126,0.008137313,0.0003,-16.70376205444336,52.263004302978516,0.2,640,0.9765538573265076,0.056258138020833334,-0.00350676568535467,0.9751017093658447,107.91761118570963
3204192,49,262.6904602050781,1046,147.03,1150,0.0079683615,0.0003,-16.696887588500978,56.85976791381836,0.2,645,0.9761911630630493,0.0672607421875,-0.00399425799647967,0.9747663140296936,108.20571594238281
3228768,50,265.9510498046875,1043,149.6,1177,0.007003585,0.0003,-16.691861979166667,51.68803787231445,0.2,650,0.9768718481063843,0.0622802734375,-0.003168289953221877,0.9743099212646484,104.50810852050782
3253344,51,263.8712463378906,1044,147.41,1200,0.008997916,0.0003,-16.688674290974934,53.12059783935547,0.2,655,0.9765611886978149,0.05835774739583333,-0.00311613103064398,0.9747963547706604,105.5775146484375
3277920,52,265.2397766113281,1044,152.74,1223,0.0072233626,0.0003,-16.697312800089517,51.81352615356445,0.2,660,0.9769058227539062,0.0531005859375,-0.00364124506401519,0.975376546382904,102.65274454752604
3302496,53,266.1414489746094,1045,149.84,1246,0.0070412084,0.0003,-16.69711710611979,53.11213302612305,0.2,665,0.9761034250259399,0.054703776041666666,-0.003056166460737586,0.974794864654541,107.66615193684896
3327072,54,263.4642333984375,1046,151.13,1267,0.004824231,0.0003,-16.688596471150717,53.78369140625,0.2,670,0.9763898253440857,0.026708984375,-0.002023608284071088,0.9743199348449707,105.77964528401692
3351648,55,266.7826232910156,1047,149.58,1290,0.006752949,0.0003,-16.68069953918457,52.68494415283203,0.2,675,0.976520836353302,0.06853841145833334,-0.0033042002469301224,0.9734202027320862,106.73807881673177
3376224,56,271.3641357421875,1047,152.28,1314,0.006741617,0.0003,-16.669889958699546,51.32414245605469,0.2,680,0.977491021156311,0.053076171875,-0.0028904038636634747,0.9724577069282532,102.84793192545573
3400800,57,267.6841735839844,1047,150.85,1337,0.006018846,0.0003,-16.656243133544923,48.614620208740234,0.2,685,0.9778314232826233,0.039208984375,-0.002542891027405858,0.9713432788848877,100.57558135986328
3425376,58,270.6007995605469,1047,151.21,1360,0.0074570444,0.0003,-16.644488779703774,47.9425048828125,0.2,690,0.9777037501335144,0.09768880208333333,-0.0022857668809592724,0.9708266258239746,101.7309575398763
3449952,59,271.5628967285156,1046,154.26,1385,0.009861753,0.0003,-16.643039321899415,47.02663803100586,0.2,695,0.9782992005348206,0.07831217447916666,-0.003758020609772454,0.9709296226501465,97.94209340413411
3474528,60,275.6370849609375,1046,154.7,1409,0.005702699,0.0003,-16.64382044474284,49.98106384277344,0.2,700,0.9770213961601257,0.034440104166666666,-0.0020801575602187464,0.9709509015083313,101.67814280192057
3499104,61,273.2488708496094,1047,152.81,1431,0.0067913444,0.0003,-16.64294293721517,48.07866668701172,0.2,705,0.9780145287513733,0.04785970052083333,-0.003256674949079752,0.9709048271179199,98.532297261556
3523680,62,272.957275390625,1047,154.76,1453,0.0074993945,0.0003,-16.63698539733887,49.06776809692383,0.2,710,0.9784142971038818,0.04781901041666667,-0.003579663368873298,0.9699689745903015,97.1029530843099
3548256,63,274.89459228515625,1048,154.37,1476,0.0065395813,0.0003,-16.62446683247884,48.15866470336914,0.2,715,0.978628933429718,0.04495442708333333,-0.003218142040229092,0.9692198634147644,96.99700012207032
3572832,64,275.5689697265625,1049,154.86,1498,0.007836971,0.0003,-16.61127141316732,47.12965774536133,0.2,720,0.9792622327804565,0.055094401041666664,-0.0036434455018024892,0.9677433371543884,95.19063975016276
3597408,65,273.4610290527344,1049,153.89,1521,0.009250722,0.0003,-16.591122182210288,48.65369415283203,0.2,725,0.9786311984062195,0.049910481770833334,-0.002535911936623355,0.966295063495636,95.9972640991211
3621984,66,275.5273132324219,1050,155.42,1543,0.0064830906,0.0003,-16.574506505330405,47.47886657714844,0.2,730,0.9791622161865234,0.055224609375,-0.002779307821765542,0.9652361869812012,94.58893381754557
3646560,67,277.0165710449219,1051,156.88,1566,0.00562986,0.0003,-16.565019861857095,48.4898567199707,0.2,735,0.9795374870300293,0.0413330078125,-0.0026756699352214735,0.9650087952613831,94.17405548095704
3671136,68,278.9145202636719,1051,159.67,1589,0.009489453,0.0003,-16.563035837809245,47.00030517578125,0.2,740,0.9795069694519043,0.07021484375,-0.0029194179689511655,0.964808464050293,93.8652109781901
3695712,69,274.6891784667969,1053,161.46,1610,0.0062544304,0.0003,-16.55818239847819,47.98571014404297,0.2,745,0.9792139530181885,0.05614420572916667,-0.0026273914341193934,0.9644904732704163,93.97774403889974
3720288,70,277.40924072265625,1053,158.8,1632,0.006762414,0.0003,-16.55358861287435,50.029930114746094,0.2,750,0.9787313342094421,0.053938802083333334,-0.0023303438443690538,0.9640606045722961,99.17611083984374
3744864,71,273.78436279296875,1054,158.0,1654,0.009438592,0.0003,-16.54569803873698,47.38526916503906,0.2,755,0.9795083999633789,0.07841796875,-0.003109770508793493,0.9633145332336426,93.54794006347656
3769440,72,281.4062194824219,1054,159.72,1678,0.008840074,0.0003,-16.53695729573568,48.041690826416016,0.2,760,0.9785845279693604,0.09278157552083334,-0.003997691084320346,0.9630319476127625,98.08517964680989
3794016,73,274.8343200683594,1055,155.71,1700,0.0058831642,0.0003,-16.532593282063804,45.985111236572266,0.2,765,0.9799535870552063,0.0680419921875,-0.0022714376294364533,0.9628350734710693,92.93680623372396
3818592,74,282.1244201660156,1053,157.91,1725,0.0067315046,0.0003,-16.528794479370116,48.52754211425781,0.2,770,0.9794352054595947,0.034440104166666666,-0.0024321554228663445,0.9624865651130676,95.2812006632487
3843168,75,280.85870361328125,1054,159.0,1748,0.0071117673,0.0003,-16.52349713643392,45.87833786010742,0.2,775,0.9802289605140686,0.049235026041666664,-0.0025114085525274276,0.9621431231498718,90.41337025960287
3867744,76,281.6087341308594,1054,159.54,1771,0.0062496304,0.0003,-16.52017262776693,44.02421951293945,0.2,780,0.9802343249320984,0.04993489583333333,-0.003297607208757351,0.9618814587593079,90.97299041748047
3892320,77,281.76751708984375,1053,161.08,1795,0.006322516,0.0003,-16.514174524943034,44.758148193359375,0.2,785,0.9799705743789673,0.041748046875,-0.0026922582648694513,0.961080014705658,91.04865112304688
3916896,78,276.4989013671875,1054,160.45,1818,0.01330852,0.0003,-16.504589462280272,46.06003189086914,0.2,790,0.9798523783683777,0.094677734375,-0.0018927274116625388,0.9605104923248291,93.3195088704427
3941472,79,281.223876953125,1054,164.4,1841,0.008287915,0.0003,-16.49630355834961,47.854766845703125,0.2,795,0.9789524078369141,0.09373372395833333,-0.0019186821533367037,0.9598252773284912,98.31644948323567
3966048,80,281.85687255859375,1054,165.92,1864,0.008473606,0.0003,-16.490009180704753,46.07124328613281,0.2,800,0.979399561882019,0.05419108072916667,-0.003840500395745039,0.9595539569854736,95.15355834960937
3990624,81,279.3822937011719,1054,160.29,1887,0.008388975,0.0003,-16.486683146158853,47.687862396240234,0.2,805,0.9794451594352722,0.05319010416666667,-0.0035173958633095024,0.9591019749641418,94.40218760172526
4015200,82,283.10369873046875,1055,162.35,1909,0.008352249,0.0003,-16.477088928222656,43.125972747802734,0.2,810,0.9808827638626099,0.06474609375,-0.0024385677844596405,0.9582712054252625,89.07551778157553
