rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/entropy_loss,train/loss,train/clip_range,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/std,train/value_loss,train/learning_rate
209.5132598876953,1172,129.41,1277952,52,1090,0.004646809895833334,-17.039009602864585,127.45716857910156,0.2,255,-0.00194268513781329,0.9329508543014526,0.0033605658,1.0011190176010132,263.05088195800784,0.0003
213.34242248535156,1171,131.73,1302528,53,1112,0.006013997395833333,-17.039325459798178,114.8438720703125,0.2,260,-0.0018768754787743091,0.9410361051559448,0.0037132234,1.0009909868240356,236.79827168782552,0.0003
215.15203857421875,1171,132.68,1327104,54,1132,0.014347330729166666,-17.034407552083334,112.41229248046875,0.2,265,-0.0021961922369276485,0.9444353580474854,0.0051114904,1.0003682374954224,229.34052327473958,0.0003
209.86695861816406,1172,131.87,1351680,55,1152,0.0075032552083333336,-17.02621536254883,108.15156555175781,0.2,270,-0.002043925148124496,0.9476144313812256,0.003947103,0.9996013641357422,222.19965006510418,0.0003
210.02450561523438,1172,134.08,1376256,56,1173,0.0277587890625,-17.020025380452473,106.66456604003906,0.2,275,-0.0029525213797266287,0.9457537531852722,0.007110063,0.9996834397315979,220.25433247884115,0.0003
212.8014678955078,1170,133.55,1400832,57,1196,0.015323893229166666,-17.023041661580404,101.51722717285156,0.2,280,-0.002356810004372771,0.947878360748291,0.005567711,0.9997219443321228,213.97715759277344,0.0003
215.16380310058594,1169,134.96,1425408,58,1218,0.017122395833333335,-17.019066747029623,96.02948760986328,0.2,285,-0.0021472109326471883,0.95296710729599,0.0054638223,0.9990318417549133,201.09176228841145,0.0003
212.58689880371094,1168,129.95,1449984,59,1240,0.043497721354166664,-17.009965006510416,96.37654113769531,0.2,290,-0.0025754739996045827,0.9539647102355957,0.008261538,0.998342752456665,199.31082255045573,0.0003
215.66099548339844,1167,130.16,1474560,60,1262,0.026432291666666666,-17.0031862894694,94.561279296875,0.2,295,-0.0023979486315511165,0.951964795589447,0.0070223412,0.9980061650276184,198.45297342936198,0.0003
215.93255615234375,1168,131.92,1499136,61,1283,0.022916666666666665,-17.003409067789715,92.28021240234375,0.2,300,-0.002440750979197522,0.9525964260101318,0.005679731,0.9985705018043518,193.2795867919922,0.0003
219.27003479003906,1167,129.76,1523712,62,1305,0.01708984375,-17.010286712646483,92.79051971435547,0.2,305,-0.002469547682752212,0.9552555084228516,0.005541721,0.9987640380859375,192.6657938639323,0.0003
217.8555145263672,1165,132.52,1548288,63,1328,0.03286946614583333,-17.009064865112304,83.9582290649414,0.2,310,-0.0024062785630424815,0.9593343138694763,0.0069927783,0.9985876679420471,176.59365539550782,0.0003
219.10345458984375,1165,128.69,1572864,64,1349,0.010489908854166667,-17.008013407389324,85.70339965820312,0.2,315,-0.002548701859389742,0.9590272307395935,0.004446901,0.9984959959983826,176.92632751464845,0.0003
220.3350830078125,1165,129.85,1597440,65,1370,0.0236083984375,-17.007844161987304,81.32367706298828,0.2,320,-0.0023705625208094716,0.959413468837738,0.006087163,0.9985558390617371,170.39188741048176,0.0003
220.87376403808594,1164,129.4,1622016,66,1393,0.0351318359375,-17.00667495727539,79.77008819580078,0.2,325,-0.00217146931681782,0.9607776403427124,0.0072853784,0.998271644115448,166.32034301757812,0.0003
220.68878173828125,1164,133.76,1646592,67,1414,0.025154622395833333,-17.002341588338215,75.63275909423828,0.2,330,-0.0020437895009915033,0.963014543056488,0.0064780214,0.997800350189209,158.86207885742186,0.0003
220.5074462890625,1163,133.28,1671168,68,1435,0.02177734375,-16.99648119608561,79.70755767822266,0.2,335,-0.002420798906435569,0.96015465259552,0.0057158475,0.9973993301391602,166.88240559895834,0.0003
221.65234375,1163,132.62,1695744,69,1457,0.019986979166666665,-16.99236602783203,72.91908264160156,0.2,340,-0.0021871802086631457,0.9638071656227112,0.005756028,0.9972407221794128,155.27002360026043,0.0003
223.04058837890625,1162,133.87,1720320,70,1479,0.04232584635416667,-16.992887369791667,76.15815734863281,0.2,345,-0.002981100817366193,0.9610774517059326,0.0053798407,0.9975793957710266,161.768359375,0.0003
221.1348114013672,1161,135.54,1744896,71,1502,0.022745768229166668,-16.998343658447265,70.42890930175781,0.2,350,-0.0023085739308347304,0.9671639800071716,0.0064205225,0.9981269836425781,148.36227416992188,0.0003
222.91285705566406,1161,134.63,1769472,72,1523,0.036946614583333336,-17.00648562113444,70.5148696899414,0.2,355,-0.0026404561242088674,0.9662010073661804,0.006716194,0.9988470077514648,148.6464375813802,0.0003
226.21742248535156,1160,135.6,1794048,73,1546,0.0370361328125,-17.014474868774414,74.291259765625,0.2,360,-0.0025444243336096408,0.9641866087913513,0.0062350887,0.999538004398346,153.43421427408853,0.0003
222.04193115234375,1159,132.32,1818624,74,1568,0.0437744140625,-17.02082201639811,65.24443817138672,0.2,365,-0.0026318948599509894,0.9686585068702698,0.0067720152,0.9998326301574707,137.89493408203126,0.0003
221.27525329589844,1159,133.23,1843200,75,1589,0.038655598958333336,-17.024102147420248,66.97897338867188,0.2,370,-0.0026240442258616287,0.9658699035644531,0.0055054477,1.000248670578003,140.74808146158855,0.0003
224.20457458496094,1159,136.78,1867776,76,1610,0.0225341796875,-17.025804392496745,67.1240463256836,0.2,375,-0.0023059936861197154,0.9669477343559265,0.0046941475,0.9998858571052551,139.72987365722656,0.0003
228.00698852539062,1158,134.11,1892352,77,1633,0.018074544270833333,-17.020731480916343,66.4054183959961,0.2,380,-0.0024608191878845295,0.9677565693855286,0.005321052,0.9999489784240723,138.62326151529948,0.0003
228.65492248535156,1158,134.58,1916928,78,1653,0.03656412760416667,-17.01892026265462,61.852935791015625,0.2,385,-0.00285234278999269,0.9707940816879272,0.0052055097,0.9988182187080383,127.75800374348958,0.0003
229.10499572753906,1158,135.15,1941504,79,1675,0.03539225260416667,-17.000473276774088,60.0159912109375,0.2,390,-0.0027514262202506263,0.9704772233963013,0.007353312,0.9976362586021423,126.49371185302735,0.0003
226.69007873535156,1157,132.38,1966080,80,1698,0.053361002604166666,-16.993273798624674,58.345001220703125,0.2,395,-0.0030223862112810215,0.9715869426727295,0.0068684383,0.9975479245185852,122.07142079671225,0.0003
226.21363830566406,1157,134.51,1990656,81,1720,0.047802734375,-16.994726943969727,59.229000091552734,0.2,400,-0.0027044660955046615,0.9702595472335815,0.0054400265,0.9979868531227112,124.06844075520833,0.0003
230.95596313476562,1157,134.46,2015232,82,1741,0.04171549479166667,-16.997870890299478,59.092018127441406,0.2,405,-0.0026924564658353726,0.9713475108146667,0.00697598,0.9978346228599548,122.363503519694,0.0003
