controller,t_s,com_x_m,com_y_m,com_z_m,vx_mps,vy_mps,pitch_deg,roll_deg,state_code
raibert,7.422,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.442,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.462,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.482,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.502,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.522,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.542,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.562,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.582,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.602,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.622,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.642,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.662,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.682,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.702,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.722,0.9880,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.742,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.762,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.10,2
raibert,7.782,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.802,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.822,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.842,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.862,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.882,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.902,0.9890,0.1840,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.922,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.942,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.962,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,7.982,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.002,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.022,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.042,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.062,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.082,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.102,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.20,2
raibert,8.122,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.142,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.162,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.182,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.202,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.222,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.242,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.262,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.282,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.302,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.322,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.342,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.362,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.382,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.402,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.422,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.442,0.9890,0.1830,0.1500,0.6890,0.4310,81.50,-56.30,2
raibert,8.462,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.482,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.502,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.522,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.542,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.562,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.582,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.602,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.622,0.9890,0.1830,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.642,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.662,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.682,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.702,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.722,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.742,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.762,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.782,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.40,2
raibert,8.802,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.822,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.842,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.862,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.882,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.902,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.922,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.942,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.962,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
raibert,8.982,0.9890,0.1820,0.1500,0.6890,0.4310,81.40,-56.50,2
rl,0.002,0.0370,0.0000,0.6710,0.0000,0.0000,0.00,0.00,0
rl,0.022,0.0370,0.0000,0.6690,-0.0030,0.0000,0.00,0.00,0
rl,0.042,0.0370,0.0000,0.6650,0.0400,0.0000,-0.20,0.00,0
rl,0.062,0.0380,0.0000,0.6650,0.1120,-0.0000,-1.00,0.00,0
rl,0.082,0.0380,0.0000,0.6650,0.1060,-0.0000,-1.80,-0.00,0
rl,0.102,0.0380,0.0000,0.6660,0.0540,-0.0000,-2.30,-0.00,0
rl,0.122,0.0370,0.0000,0.6660,0.0010,0.0000,-2.50,-0.00,0
rl,0.142,0.0370,0.0000,0.6660,-0.0320,0.0000,-2.50,-0.00,0
rl,0.162,0.0360,0.0000,0.6650,-0.0430,0.0000,-2.40,-0.00,0
rl,0.182,0.0360,0.0000,0.6650,-0.0390,0.0000,-2.30,-0.00,0
rl,0.202,0.0360,0.0000,0.6650,-0.0270,0.0000,-2.10,-0.00,0
rl,0.222,0.0360,0.0000,0.6650,-0.0140,0.0000,-2.00,-0.00,0
rl,0.242,0.0360,0.0000,0.6650,-0.0030,0.0000,-1.90,-0.00,0
rl,0.262,0.0360,0.0000,0.6650,0.0050,0.0000,-1.80,-0.00,0
rl,0.282,0.0360,0.0000,0.6650,0.0110,0.0000,-1.70,-0.00,0
rl,0.302,0.0370,0.0000,0.6650,0.0140,-0.0000,-1.70,-0.00,0
rl,0.322,0.0370,0.0000,0.6650,0.0160,-0.0000,-1.60,-0.00,0
rl,0.342,0.0380,0.0000,0.6650,0.0170,0.0000,-1.50,-0.00,0
rl,0.362,0.0380,0.0000,0.6650,0.0180,0.0000,-1.40,-0.00,0
rl,0.382,0.0390,0.0000,0.6650,0.0190,0.0000,-1.30,-0.00,0
rl,0.402,0.0390,0.0000,0.6650,0.0200,0.0000,-1.20,-0.00,0
rl,0.422,0.0400,0.0000,0.6650,0.0200,-0.0000,-1.10,-0.00,0
rl,0.442,0.0400,0.0000,0.6650,0.0200,-0.0000,-1.00,-0.00,0
rl,0.462,0.0410,0.0000,0.6660,0.0200,-0.0000,-0.90,-0.00,0
rl,0.482,0.0410,0.0000,0.6660,0.0190,-0.0000,-0.90,-0.00,0
rl,0.502,0.0410,0.0000,0.6660,0.0190,-0.0000,-0.80,-0.00,0
rl,0.522,0.0420,-0.0000,0.6660,0.0170,-0.0000,-0.80,-0.00,0
rl,0.542,0.0420,-0.0000,0.6660,0.0160,-0.0000,-0.70,-0.00,0
rl,0.562,0.0420,-0.0000,0.6660,0.0140,-0.0000,-0.70,0.00,0
rl,0.582,0.0420,-0.0000,0.6660,0.0120,-0.0000,-0.70,0.00,0
rl,0.602,0.0430,-0.0000,0.6660,0.0110,-0.0000,-0.70,0.00,0
rl,0.622,0.0430,-0.0000,0.6660,0.0090,-0.0000,-0.70,-0.00,0
rl,0.642,0.0430,-0.0000,0.6660,0.0070,0.0000,-0.70,-0.00,0
rl,0.662,0.0430,-0.0000,0.6660,0.0050,0.0000,-0.70,-0.00,0
rl,0.682,0.0430,-0.0000,0.6660,0.0030,0.0000,-0.70,-0.00,0
rl,0.702,0.0430,0.0000,0.6660,0.0010,0.0000,-0.70,-0.00,0
rl,0.722,0.0430,0.0000,0.6660,-0.0000,0.0000,-0.80,0.00,0
rl,0.742,0.0430,-0.0000,0.6660,-0.0020,0.0000,-0.80,0.00,0
rl,0.762,0.0430,-0.0000,0.6660,-0.0030,-0.0000,-0.80,0.00,0
rl,0.782,0.0430,-0.0000,0.6660,-0.0040,-0.0000,-0.90,0.00,0
rl,0.802,0.0420,-0.0000,0.6660,-0.0050,-0.0000,-0.90,0.00,0
rl,0.822,0.0420,-0.0000,0.6660,-0.0060,-0.0000,-0.90,0.00,0
rl,0.842,0.0420,-0.0000,0.6660,-0.0060,-0.0000,-1.00,0.00,0
rl,0.862,0.0420,-0.0000,0.6660,-0.0070,-0.0000,-1.00,0.00,0
rl,0.882,0.0420,-0.0000,0.6660,-0.0070,-0.0000,-1.00,0.00,0
rl,0.902,0.0420,-0.0000,0.6660,-0.0070,-0.0000,-1.10,0.00,0
rl,0.922,0.0410,-0.0000,0.6660,-0.0070,-0.0000,-1.10,0.00,0
rl,0.942,0.0410,-0.0000,0.6650,-0.0070,-0.0000,-1.10,0.00,0
rl,0.962,0.0410,-0.0000,0.6650,-0.0070,-0.0000,-1.10,0.00,0
rl,0.982,0.0410,-0.0000,0.6650,-0.0060,0.0000,-1.20,0.00,0
rl,1.002,0.0410,-0.0000,0.6650,-0.0060,0.0000,-1.20,0.00,1
rl,1.022,0.0410,0.0000,0.6740,0.3190,0.0420,-2.20,0.10,1
rl,1.042,0.0420,0.0010,0.6860,0.2370,0.1260,-2.50,0.60,1
rl,1.062,0.0440,0.0020,0.6970,0.1770,0.0790,-2.50,0.50,1
rl,1.082,0.0450,0.0030,0.7050,0.1790,0.0970,-2.40,0.90,1
rl,1.102,0.0460,0.0040,0.7090,0.1000,0.1360,-1.50,1.80,1
rl,1.122,0.0470,0.0050,0.7090,0.0180,0.0550,-0.10,1.90,1
rl,1.142,0.0480,0.0060,0.7050,-0.0110,0.0240,1.00,1.60,1
rl,1.162,0.0500,0.0070,0.7000,0.1810,0.1180,1.00,2.00,1
rl,1.182,0.0530,0.0090,0.6930,0.2200,0.0720,1.10,2.30,1
rl,1.202,0.0560,0.0100,0.6860,0.1520,0.0320,1.30,2.40,1
rl,1.222,0.0610,0.0110,0.6800,0.3280,0.0520,0.60,2.30,1
rl,1.242,0.0660,0.0120,0.6750,0.3250,0.0490,0.80,2.00,1
rl,1.262,0.0710,0.0130,0.6740,0.3460,0.1170,1.50,2.50,1
rl,1.282,0.0780,0.0140,0.6780,0.2770,0.0670,2.00,3.00,1
rl,1.302,0.0870,0.0160,0.6800,0.3910,0.0540,1.90,3.30,1
rl,1.322,0.0960,0.0180,0.6790,0.4000,0.0650,2.30,3.90,1
rl,1.342,0.1040,0.0190,0.6770,0.3650,0.0310,3.20,4.40,1
rl,1.362,0.1140,0.0180,0.6790,0.3970,-0.0430,3.10,4.30,1
rl,1.382,0.1240,0.0180,0.6790,0.4540,-0.0590,2.90,4.00,1
rl,1.402,0.1340,0.0170,0.6760,0.4450,-0.0150,4.10,4.00,1
rl,1.422,0.1450,0.0150,0.6790,0.4470,-0.1130,4.50,3.40,1
rl,1.442,0.1560,0.0120,0.6840,0.5090,-0.1300,4.20,2.70,1
rl,1.462,0.1680,0.0090,0.6860,0.5430,-0.1480,4.50,1.90,1
rl,1.482,0.1800,0.0060,0.6870,0.5410,-0.1330,4.90,1.00,1
rl,1.502,0.1930,0.0030,0.6840,0.5480,-0.1220,5.30,0.40,1
rl,1.522,0.2050,0.0000,0.6810,0.6110,-0.1360,5.40,0.00,1
rl,1.542,0.2170,-0.0020,0.6810,0.6380,-0.1290,4.90,-0.50,1
rl,1.562,0.2300,-0.0040,0.6790,0.6230,-0.1160,5.00,-0.80,1
rl,1.582,0.2430,-0.0060,0.6750,0.6710,-0.1200,5.30,-0.90,1
rl,1.602,0.2570,-0.0090,0.6780,0.6700,-0.1630,4.60,-1.60,1
rl,1.622,0.2700,-0.0110,0.6830,0.6870,-0.1280,3.80,-2.00,1
rl,1.642,0.2840,-0.0140,0.6840,0.6700,-0.1200,3.70,-2.40,1
rl,1.662,0.2980,-0.0160,0.6840,0.6560,-0.1080,3.60,-2.90,1
rl,1.682,0.3120,-0.0190,0.6810,0.6600,-0.1350,3.70,-3.20,1
rl,1.702,0.3240,-0.0200,0.6790,0.6860,-0.0950,4.10,-2.70,1
rl,1.722,0.3370,-0.0220,0.6820,0.7250,-0.0520,3.80,-1.90,1
rl,1.742,0.3530,-0.0240,0.6870,0.7420,-0.1220,3.20,-1.30,1
rl,1.762,0.3680,-0.0260,0.6870,0.7390,-0.1520,3.10,-0.60,1
rl,1.782,0.3840,-0.0280,0.6840,0.6670,-0.1290,3.50,0.70,1
rl,1.802,0.3980,-0.0310,0.6790,0.6680,-0.1340,4.10,1.50,1
rl,1.822,0.4130,-0.0350,0.6830,0.6050,-0.1510,4.40,1.70,1
rl,1.842,0.4290,-0.0400,0.6890,0.6820,-0.1880,3.90,1.80,1
rl,1.862,0.4460,-0.0450,0.6930,0.6730,-0.2280,3.80,2.10,1
rl,1.882,0.4610,-0.0500,0.6940,0.7020,-0.2310,4.10,2.10,1
rl,1.902,0.4750,-0.0540,0.6960,0.6840,-0.2210,4.20,1.80,1
rl,1.922,0.4900,-0.0590,0.6960,0.7320,-0.1920,3.90,1.80,1
rl,1.942,0.5060,-0.0640,0.6940,0.7070,-0.1910,3.90,2.20,1
rl,1.962,0.5200,-0.0680,0.6900,0.7950,-0.2560,4.00,2.00,1
rl,1.982,0.5340,-0.0720,0.6890,0.7750,-0.2370,4.20,1.60,1
rl,2.002,0.5500,-0.0760,0.6900,0.7800,-0.1820,3.90,1.50,1
rl,2.022,0.5670,-0.0800,0.6890,0.7540,-0.1440,4.20,1.70,1
rl,2.042,0.5830,-0.0840,0.6860,0.8170,-0.1820,4.50,1.60,1
rl,2.062,0.5990,-0.0870,0.6850,0.8150,-0.1830,4.60,1.20,1
rl,2.082,0.6170,-0.0900,0.6850,0.8550,-0.1190,3.90,1.20,1
rl,2.102,0.6340,-0.0930,0.6830,0.8160,-0.1240,3.80,1.40,1
rl,2.122,0.6490,-0.0950,0.6830,0.8280,-0.1210,3.80,1.60,1
rl,2.142,0.6640,-0.0980,0.6820,0.8580,-0.1530,3.60,1.30,1
rl,2.162,0.6800,-0.1000,0.6860,0.9010,-0.0710,2.60,1.50,1
rl,2.182,0.6970,-0.1020,0.6880,0.8330,-0.0900,2.30,1.90,1
rl,2.202,0.7150,-0.1040,0.6860,0.7690,-0.1280,2.60,1.70,1
rl,2.222,0.7330,-0.1060,0.6840,0.8830,-0.0760,2.30,1.70,1
rl,2.242,0.7480,-0.1080,0.6820,0.7950,-0.0920,2.60,1.50,1
rl,2.262,0.7630,-0.1090,0.6840,0.7550,-0.0760,2.90,1.60,1
rl,2.282,0.7790,-0.1100,0.6880,0.8470,-0.0930,2.50,1.50,1
rl,2.302,0.7950,-0.1110,0.6880,0.7600,0.0020,3.30,1.80,1
rl,2.322,0.8110,-0.1120,0.6850,0.7670,0.0410,4.20,2.60,1
rl,2.342,0.8270,-0.1140,0.6840,0.7710,-0.0760,4.30,2.60,1
rl,2.362,0.8430,-0.1160,0.6860,0.8190,-0.1040,3.60,2.10,1
rl,2.382,0.8590,-0.1180,0.6840,0.7790,-0.1160,3.90,1.70,1
rl,2.402,0.8750,-0.1210,0.6870,0.8070,-0.1230,4.40,1.90,1
rl,2.422,0.8930,-0.1240,0.6910,0.8720,-0.2060,3.90,1.50,1
rl,2.442,0.9110,-0.1270,0.6920,0.8680,-0.1850,3.70,1.50,1
rl,2.462,0.9290,-0.1310,0.6910,0.8060,-0.1430,4.50,1.90,1
rl,2.482,0.9470,-0.1350,0.6920,0.9030,-0.2340,4.20,1.80,1
rl,2.502,0.9630,-0.1390,0.6900,0.8270,-0.2650,4.40,1.60,1
rl,2.522,0.9790,-0.1420,0.6870,0.8310,-0.2290,4.60,1.40,1
rl,2.542,0.9930,-0.1460,0.6860,0.8500,-0.2020,5.00,1.40,1
rl,2.562,1.0090,-0.1500,0.6880,0.8460,-0.2440,4.80,0.80,1
rl,2.582,1.0240,-0.1540,0.6910,0.8330,-0.1990,4.70,0.60,1
rl,2.602,1.0400,-0.1580,0.6890,0.8360,-0.1900,4.80,0.30,1
rl,2.622,1.0550,-0.1620,0.6840,0.8410,-0.1800,5.00,-0.10,1
rl,2.642,1.0700,-0.1660,0.6800,0.8080,-0.2020,5.30,-0.30,1
rl,2.662,1.0860,-0.1690,0.6820,0.8620,-0.1620,5.00,-0.40,1
rl,2.682,1.1030,-0.1730,0.6860,0.8830,-0.1700,4.30,-0.70,1
rl,2.702,1.1200,-0.1770,0.6870,0.7890,-0.1880,4.70,-0.90,1
rl,2.722,1.1370,-0.1820,0.6850,0.8130,-0.2060,5.00,-1.10,1
rl,2.742,1.1530,-0.1850,0.6820,0.8190,-0.2030,4.90,-1.30,1
rl,2.762,1.1670,-0.1880,0.6790,0.7150,-0.1780,5.60,-1.00,1
rl,2.782,1.1810,-0.1910,0.6790,0.7620,-0.1720,5.70,-0.80,1
rl,2.802,1.1960,-0.1940,0.6800,0.7200,-0.1900,6.20,-0.40,1
rl,2.822,1.2100,-0.1980,0.6800,0.6540,-0.1640,7.20,0.20,1
rl,2.842,1.2240,-0.2010,0.6840,0.6890,-0.0990,7.30,1.20,1
rl,2.862,1.2400,-0.2040,0.6890,0.7230,-0.1550,6.60,1.80,1
rl,2.882,1.2540,-0.2060,0.6940,0.7360,-0.1830,6.40,2.40,1
rl,2.902,1.2700,-0.2090,0.7010,0.7320,-0.1400,5.80,3.50,1
rl,2.922,1.2860,-0.2120,0.7040,0.7390,-0.2120,5.40,3.80,1
rl,2.942,1.3010,-0.2160,0.7050,0.7570,-0.1650,5.00,3.80,1
rl,2.962,1.3150,-0.2190,0.7040,0.6880,-0.1620,5.30,4.10,1
rl,2.982,1.3300,-0.2230,0.7010,0.6670,-0.1790,5.60,4.50,1
rl,3.002,1.3460,-0.2270,0.6970,0.7580,-0.1780,5.40,4.40,1
rl,3.022,1.3610,-0.2310,0.6940,0.8320,-0.2240,5.20,3.80,1
rl,3.042,1.3760,-0.2350,0.6930,0.7390,-0.2060,5.50,3.30,1
rl,3.062,1.3920,-0.2390,0.6920,0.8220,-0.1660,5.20,2.90,1
rl,3.082,1.4090,-0.2430,0.6880,0.8980,-0.2130,4.60,2.20,1
rl,3.102,1.4260,-0.2460,0.6840,0.8660,-0.0920,4.30,2.20,1
rl,3.122,1.4400,-0.2490,0.6800,0.7670,-0.1200,4.80,2.20,1
rl,3.142,1.4570,-0.2520,0.6810,0.8040,-0.1330,4.20,1.90,1
rl,3.162,1.4740,-0.2540,0.6840,0.8540,-0.1230,3.10,1.70,1
rl,3.182,1.4920,-0.2570,0.6840,0.7270,-0.1080,3.30,1.50,1
rl,3.202,1.5070,-0.2590,0.6820,0.8310,-0.1220,3.30,1.20,1
rl,3.222,1.5240,-0.2610,0.6810,0.8460,-0.1210,2.50,1.00,1
rl,3.242,1.5400,-0.2630,0.6820,0.7870,-0.0810,1.90,1.00,1
rl,3.262,1.5560,-0.2650,0.6840,0.7180,-0.0600,2.40,1.50,1
rl,3.282,1.5710,-0.2670,0.6910,0.7560,-0.0720,2.30,2.00,1
rl,3.302,1.5860,-0.2690,0.6930,0.7390,-0.0970,2.10,2.50,1
rl,3.322,1.6010,-0.2710,0.6920,0.6860,-0.1090,2.50,3.20,1
rl,3.342,1.6160,-0.2730,0.6870,0.7220,-0.1310,2.60,3.60,1
rl,3.362,1.6300,-0.2750,0.6830,0.8060,-0.1780,2.60,3.50,1
rl,3.382,1.6420,-0.2780,0.6850,0.6260,-0.1790,3.50,2.90,1
rl,3.402,1.6550,-0.2800,0.6890,0.7160,-0.1100,3.20,2.30,1
rl,3.422,1.6690,-0.2820,0.6910,0.7040,-0.1010,3.40,2.00,1
rl,3.442,1.6840,-0.2850,0.6920,0.7050,-0.0890,4.00,1.50,1
rl,3.462,1.6990,-0.2880,0.6930,0.7700,-0.0770,4.30,1.40,1
rl,3.482,1.7140,-0.2910,0.6930,0.7770,-0.1570,4.40,1.30,1
rl,3.502,1.7290,-0.2940,0.6910,0.7910,-0.1740,4.30,0.80,1
rl,3.522,1.7440,-0.2980,0.6860,0.7470,-0.1610,5.00,0.60,1
rl,3.542,1.7600,-0.3010,0.6820,0.7980,-0.1750,5.50,0.60,1
rl,3.562,1.7770,-0.3050,0.6830,0.8730,-0.2120,4.20,-0.20,1
rl,3.582,1.7940,-0.3090,0.6840,0.8960,-0.2290,3.00,-1.10,1
rl,3.602,1.8120,-0.3130,0.6850,0.8640,-0.1690,3.00,-1.10,1
rl,3.622,1.8290,-0.3180,0.6870,0.8880,-0.2520,2.60,-1.50,1
rl,3.642,1.8460,-0.3230,0.6860,0.8160,-0.3060,2.60,-1.90,1
rl,3.662,1.8640,-0.3270,0.6820,0.7820,-0.2760,3.00,-2.10,1
rl,3.682,1.8800,-0.3310,0.6770,0.8860,-0.2350,2.80,-2.10,1
rl,3.702,1.8960,-0.3360,0.6740,0.7830,-0.2280,3.20,-2.00,1
rl,3.722,1.9110,-0.3400,0.6750,0.7740,-0.1950,3.20,-1.80,1
rl,3.742,1.9260,-0.3430,0.6770,0.8250,-0.1810,2.50,-1.80,1
rl,3.762,1.9410,-0.3470,0.6770,0.7330,-0.2070,3.00,-1.70,1
rl,3.782,1.9550,-0.3500,0.6770,0.7650,-0.1820,3.20,-1.60,1
rl,3.802,1.9700,-0.3530,0.6780,0.7620,-0.1720,2.90,-1.70,1
rl,3.822,1.9850,-0.3560,0.6790,0.7500,-0.2110,2.80,-1.80,1
rl,3.842,2.0000,-0.3590,0.6790,0.7400,-0.1770,3.20,-1.50,1
rl,3.862,2.0150,-0.3610,0.6860,0.6760,-0.1300,4.20,-1.50,1
rl,3.882,2.0300,-0.3630,0.6990,0.6400,-0.0910,4.40,-1.20,1
rl,3.902,2.0460,-0.3640,0.7090,0.7170,-0.0560,4.20,-0.60,1
rl,3.922,2.0630,-0.3660,0.7150,0.6870,-0.0650,4.60,0.30,1
rl,3.942,2.0790,-0.3680,0.7170,0.7300,-0.0900,4.80,0.70,1
rl,3.962,2.0950,-0.3700,0.7170,0.7970,-0.1160,4.40,0.80,1
rl,3.982,2.1090,-0.3720,0.7140,0.8030,-0.1090,4.00,1.00,1
rl,4.002,2.1240,-0.3750,0.7070,0.7700,-0.0930,4.00,1.60,1
rl,4.022,2.1380,-0.3770,0.6980,0.8000,-0.1440,4.20,1.60,1
rl,4.042,2.1520,-0.3800,0.6910,0.8580,-0.1760,4.40,0.90,1
rl,4.062,2.1680,-0.3820,0.6920,0.8620,-0.1240,4.10,0.30,1
rl,4.082,2.1850,-0.3830,0.6940,0.8440,-0.0320,3.80,0.20,1
rl,4.102,2.2020,-0.3850,0.6920,0.8080,-0.0670,4.50,-0.10,1
rl,4.122,2.2180,-0.3860,0.6880,0.6940,-0.0070,5.50,-0.30,1
rl,4.142,2.2350,-0.3860,0.6880,0.7770,0.0230,5.20,0.10,1
rl,4.162,2.2520,-0.3860,0.6870,0.7840,0.0090,4.80,0.50,1
rl,4.182,2.2660,-0.3860,0.6860,0.7360,-0.0100,5.00,1.00,1
rl,4.202,2.2800,-0.3860,0.6860,0.7180,-0.0270,5.10,1.40,1
rl,4.222,2.2920,-0.3860,0.6850,0.8030,-0.0120,5.00,1.80,1
rl,4.242,2.3040,-0.3860,0.6880,0.7660,-0.0300,5.10,1.90,1
rl,4.262,2.3190,-0.3870,0.6920,0.6980,0.0110,5.20,2.40,1
rl,4.282,2.3330,-0.3870,0.6930,0.7360,-0.0700,5.30,2.10,1
rl,4.302,2.3500,-0.3870,0.6920,0.7290,-0.0200,5.20,1.60,1
rl,4.322,2.3680,-0.3880,0.6900,0.7370,0.1160,5.50,1.90,1
rl,4.342,2.3840,-0.3880,0.6890,0.8400,0.0650,5.60,2.50,1
rl,4.362,2.4000,-0.3890,0.6930,0.7800,-0.0790,5.00,2.30,1
rl,4.382,2.4170,-0.3910,0.6960,0.7320,-0.1070,4.50,1.80,1
rl,4.402,2.4350,-0.3930,0.7000,0.7250,-0.0690,4.80,1.70,1
rl,4.422,2.4520,-0.3960,0.7060,0.8310,-0.1420,4.10,1.20,1
rl,4.442,2.4690,-0.3980,0.7080,0.8340,-0.1740,3.50,0.90,1
rl,4.462,2.4860,-0.4010,0.7060,0.7630,-0.1690,3.80,0.60,1
rl,4.482,2.5030,-0.4030,0.7000,0.8180,-0.1440,3.60,0.30,1
rl,4.502,2.5210,-0.4050,0.6960,0.9370,-0.1050,3.10,0.60,1
rl,4.522,2.5370,-0.4080,0.6930,0.9250,-0.1620,2.90,0.90,1
rl,4.542,2.5530,-0.4100,0.6870,0.8980,-0.1870,2.70,0.80,1
rl,4.562,2.5670,-0.4130,0.6820,0.7690,-0.1620,3.50,0.80,1
rl,4.582,2.5800,-0.4150,0.6840,0.7850,-0.1550,3.20,0.20,1
rl,4.602,2.5950,-0.4180,0.6870,0.8170,-0.1240,2.30,-0.20,1
rl,4.622,2.6090,-0.4210,0.6870,0.7760,-0.1100,2.20,-0.70,1
rl,4.642,2.6240,-0.4230,0.6870,0.7630,-0.1080,2.10,-1.30,1
rl,4.662,2.6380,-0.4260,0.6820,0.7590,-0.1510,2.20,-1.80,1
rl,4.682,2.6520,-0.4280,0.6760,0.7930,-0.0910,2.20,-1.70,1
rl,4.702,2.6670,-0.4290,0.6740,0.8170,-0.0570,1.80,-1.50,1
